product_id,product_name,category,list_price,qty_available
7823,Chargeur UsiPhone Quick Charge 3.0 (15W) 3A/5V - Lot de 2,All / MARCHANDISES / TABLETTE ET TELEPHONIE / Accessoires Telephones,1.0,0.0
7824,Sony CP-V3 3000mAh Blanc,All / MARCHANDISES / TABLETTE ET TELEPHONIE / Powerbank,1.0,3.0
7825,Sony CP-V3 3000mAh Bleu,All / MARCHANDISES / TABLETTE ET TELEPHONIE / Powerbank,1.0,0.0
7826,Variowing 490 x 653 Diamètre 60,All / MARCHANDISES / TABLETTE ET TELEPHONIE / Accessoires Telephones,1.0,0.0
7827,Bose QuietComfort QC35 Noir,All / MARCHANDISES / SON HIFI / Casques,0.0,0.0
7828,Bose QuietComfort Noir,All / MARCHANDISES / SON HIFI / Casques,1.0,0.0
7829,Assortiment Star Wars 7,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7830,New Super Mario Bros U Wii U,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7831,Nintendo Amiibo Captain Toad,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,1.0
7832,Nintendo Land Wii U,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7833,Nintendo Classic Mini NES,All / MARCHANDISES / GAMING / Gaming Consoles,1.0,0.0
7834,Nintendo SNES Mini Classic Reconditionné,All / MARCHANDISES / GAMING / Gaming Consoles,0.0,0.0
7835,Nintendo Amiibo Dr Mario N°42,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7836,Nintendo Amiibo Mario Tenue De Mariage,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7837,Nintendo Amiibo Bowser + Mario + Peach,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7838,Nintendo Amiibo Pichu Super Smash Bros. Collection,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7839,The Legend of Zelda Breath of the Wild Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,373000.0,0.0
7840,1-2-Switch Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,2.0
7841,Mario Kart 8 Deluxe Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7843,Arms Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7844,Splatoon 2 Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,300000.0,0.0
7845,Ultra Street Fighter II Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7846,Minecraft Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,7.0
7847,Pokken Tournament DX Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
7848,Fire Emblem Warriors Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7849,OP Super Mario Odyssey Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7850,Super Mario Odyssey Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,1.0
7851,Xenoblade Chronicles 2 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7852,Snipperclips Plus Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7853,Skyrim The Elder Scrolls 5 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7854,Toy-Con 1 Multi-kit Nintendo Labo pour Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7855,Toy-Con 2 Kit Robot Nintendo Labo pour Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,0.0
7856,Kirby Star Allies Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7857,Donkey Kong Country Tropical Freeze Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7858,Toy-Con 3 Kit vehicules Nintendo Labo pour Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,0.0
7859,Mario Tennis Aces Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7860,Sushi Striker The Way of Sushido Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,1.0
7861,Yoshi's Crafted World Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7862,Super Smash Bros Ultimate Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,2.0
7863,Super Mario Party Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7864,Pikmin 3 Deluxe Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7865,Pokemon Let's Go Pikachu Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7866,Pokemon Let's Go Evoli Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7867,Marvel Ultimate Alliance 3 Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7868,New Super Mario Bros U Deluxe Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,1.0
7869,Super Mario Party Nintendo Switch VF + Joy-Con Vert et Rose,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7870,Toy-Con 4 Kit VR Nintendo Labo + Canon pour Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,1.0,0.0
7871,Ring Fit Adventure Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7872,Fire Emblem Three Houses Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7873,Super Mario Maker 2 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7874,OP Super Mario Maker 2 Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7875,The Legend of Zelda Link's Awakening Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7876,Daemon X Machina Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7877,Pokemon Epee Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7878,Pokemon Bouclier Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7879,Mario et Sonic aux Jeux Olympiques Tokyo 2020 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7880,Luigi's Mansion 3 Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7881,Luigi's Mansion 3 Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7882,Animal Crossing New Horizons Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,5.0
7883,OP Animal Crossing New Horizons Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7884,Xenoblades Chronicles Definitive Edition Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7885,Pokemon Donjon Mystere Equipe de Secours DX Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7886,Minecraft Dungeons Hero Edition Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7887,Mario Kart Live Home Circuit Mario Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7888,51 Worldwide Games Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7889,Paper Mario The Origami King Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7890,Super Mario 3D All Stars Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7891,Super Mario 3D World Bowser's Fury Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7892,Hyrule Warriors L'Ere Du Fleau Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7893,Monster Hunter Rise Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7894,New Pokemon Snap Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7895,Miitopia Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7896,Mario Golf Super Rush Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7897,The Legend of Zelda Skyward Sword HD Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7898,Monster Hunter Stories 2 Wings Of Ruin Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7899,Pokemon Diamant Etincelant Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,1.0
7900,Pokemon Perle Scintillante Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,16.0
7901,Legendes Pokemon Arceus Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,4.0
7902,Pokemon Pack Duo Diamant Etincelant Perle Scintillante Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7903,Metroid Dread Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,0.0,0.0
7904,Mario Party Superstars Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,1.0
7905,GTA The Trilogy Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7906,Cerebrale Academie Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7907,Kirby et le monde oublie Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7908,Nintendo Switch Sports VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,26.0
7909,Mario Strikers Battle League Football Nintendo Switch VF,All / MARCHANDISES / GAMING / Gaming Jeux Vidéos,1.0,0.0
7910,Support de recharge Joy-Con Nintendo Switch,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,1.0
7911,Manette Nintendo Switch Pro,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7912,Adaptateur Secteur Nintendo Switch,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7913,Nintendo Switch Joy-Con Paire Bleu et Rouge,All / MARCHANDISES / GAMING / Manette,1.0,11.0
7914,Paire de volants Joy-Con Nintendo Switch,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7915,Station d'accueil Nintendo Switch,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,1.0
7916,Nintendo Switch Joy-Con Paire Jaune,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7917,Nintendo Switch Joy-Con Paire Vert et Rose,All / MARCHANDISES / GAMING / Manette,1.0,8.0
7918,Toy-Con Ensemble de Personnalisation Nintendo Labo pour Nintendo Switch,All / MARCHANDISES / GAMING / Gaming Produits Dérivés,0.0,0.0
7919,Nintendo Switch Joy-Con Paire Bleu et Jaune,All / MARCHANDISES / GAMING / Manette,1.0,3.0
7920,Nintendo Switch Joy-Con Paire Violet et Orange,All / MARCHANDISES / GAMING / Manette,1.0,1.0
7921,Sacoche de transport Animal Crossing pour Nintendo Switch,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7922,Animal Crossing pour Nintendo Switch Lite,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7923,Nintendo Switch Joy-Con Gauche Bleue,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7924,Nintendo Switch Joy-Con Droite Rouge,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7925,Nintendo Switch Joy-Con Paire Fortnite,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7926,Nintendo Switch Joy-Con Paire The Legend Of Zelda Skyward,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7927,Set Accessoires Nintendo Switch OLED,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7928,Manette Nintendo Switch Pro Edition The Legend of Zelda : Tears of the Kingdom,All / MARCHANDISES / GAMING / Manette,1.0,0.0
7929,Housse de protection pour Nintendo Switch Edition Zelda Tears Of The Kingdom,All / MARCHANDISES / GAMING / Accessoires Gaming,1.0,0.0
7930,Nintendo Switch Joy-Con Paire Rose Pastel,All / MARCHANDISES / GAMING / Manette,1.0,1.0
